As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
"Feb 04, 2014","1,837.24",107.81,--,"144,300,000.00"
"Feb 03, 2014","1,840.54",108.02,0.21,"144,200,000.00"
"Jan 31, 2014","1,833.76",107.81,--,"144,000,000.00"
"Jan 30, 2014","1,831.74",107.70,--,"144,000,000.00"
"Jan 29, 2014","1,833.29",107.79,--,"143,800,000.00"
"Jan 28, 2014","1,827.95",107.47,--,"144,200,000.00"
"Jan 27, 2014","1,825.98",107.35,--,"144,200,000.00"
"Jan 24, 2014","1,828.54",107.50,--,"144,900,000.00"
"Jan 23, 2014","1,826.39",107.39,--,"144,900,000.00"
"Jan 22, 2014","1,819.99",107.01,--,"144,800,000.00"
"Jan 21, 2014","1,823.53",107.21,--,"144,800,000.00"
"Jan 17, 2014","1,822.73",107.16,--,"144,800,000.00"
"Jan 16, 2014","1,821.20",107.07,--,"146,400,000.00"
"Jan 15, 2014","1,817.86",106.87,--,"145,300,000.00"
"Jan 14, 2014","1,818.91",106.94,--,"145,000,000.00"
"Jan 13, 2014","1,823.47",107.21,--,"145,000,000.00"
"Jan 10, 2014","1,820.01",107.00,--,"145,000,000.00"
"Jan 09, 2014","1,810.51",106.44,--,"144,800,000.00"
"Jan 08, 2014","1,808.38",106.32,--,"145,200,000.00"
"Jan 07, 2014","1,813.38",106.61,--,"144,300,000.00"
"Jan 06, 2014","1,811.22",106.48,--,"144,300,000.00"
"Jan 03, 2014","1,807.98",106.29,--,"144,000,000.00"
"Jan 02, 2014","1,808.44",106.32,--,"143,600,000.00"
"Dec 31, 2013","1,807.06",106.21,--,"143,600,000.00"
"Dec 30, 2013","1,808.92",106.33,--,"143,200,000.00"
"Dec 27, 2013","1,805.42",106.12,--,"142,400,000.00"
"Dec 26, 2013","1,805.69",106.14,0.21,"142,400,000.00"
"Dec 24, 2013","1,806.00",106.37,--,"142,400,000.00"
"Dec 23, 2013","1,810.76",106.65,--,"141,800,000.00"
"Dec 20, 2013","1,812.62",106.76,--,"141,700,000.00"
"Dec 19, 2013","1,809.23",106.57,--,"142,100,000.00"
"Dec 18, 2013","1,811.60",106.70,--,"142,100,000.00"
"Dec 17, 2013","1,814.15",106.86,--,"142,100,000.00"
"Dec 16, 2013","1,810.75",106.67,--,"142,100,000.00"
"Dec 13, 2013","1,810.73",106.66,--,"142,800,000.00"
"Dec 12, 2013","1,809.39",106.59,--,"142,800,000.00"
"Dec 11, 2013","1,811.99",106.73,--,"142,800,000.00"
"Dec 10, 2013","1,815.87",106.96,--,"142,600,000.00"
"Dec 09, 2013","1,810.71",106.67,--,"138,300,000.00"
"Dec 06, 2013","1,808.18",106.50,--,"138,300,000.00"
"Dec 05, 2013","1,807.91",106.48,--,"137,400,000.00"
"Dec 04, 2013","1,808.88",106.54,--,"137,200,000.00"
"Dec 03, 2013","1,814.21",106.86,--,"137,100,000.00"
"Dec 02, 2013","1,812.75",106.78,0.20,"136,900,000.00"
"Nov 29, 2013","1,817.33",107.24,--,"136,900,000.00"
"Nov 27, 2013","1,817.19",107.24,--,"136,900,000.00"
"Nov 26, 2013","1,819.94",107.40,--,"136,900,000.00"
"Nov 25, 2013","1,816.90",107.22,--,"136,900,000.00"
"Nov 22, 2013","1,816.13",107.18,--,"136,900,000.00"
"Nov 21, 2013","1,814.16",107.05,--,"136,900,000.00"
"Nov 20, 2013","1,813.20",106.99,--,"136,900,000.00"
"Nov 19, 2013","1,817.99",107.29,--,"136,900,000.00"
"Nov 18, 2013","1,820.97",107.46,--,"136,700,000.00"
"Nov 15, 2013","1,817.19",107.23,--,"136,500,000.00"
"Nov 14, 2013","1,816.37",107.20,--,"136,500,000.00"
"Nov 13, 2013","1,811.95",106.94,--,"136,800,000.00"
"Nov 12, 2013","1,808.25",106.72,--,"136,400,000.00"
"Nov 11, 2013",--,106.83,--,"136,400,000.00"
"Nov 08, 2013","1,809.57",106.80,--,"136,400,000.00"
"Nov 07, 2013","1,819.84",107.42,--,"136,100,000.00"
"Nov 06, 2013","1,817.45",107.27,--,"135,900,000.00"
"Nov 05, 2013","1,815.73",107.17,--,"135,700,000.00"
"Nov 04, 2013","1,820.75",107.46,--,"135,700,000.00"
"Nov 01, 2013","1,818.96",107.35,0.19,"135,700,000.00"
"Oct 31, 2013","1,824.16",107.84,--,"135,700,000.00"
"Oct 30, 2013","1,824.77",107.87,--,"135,700,000.00"
"Oct 29, 2013","1,825.65",107.93,--,"135,700,000.00"
"Oct 28, 2013","1,825.58",107.93,--,"135,700,000.00"
"Oct 25, 2013","1,825.69",107.93,--,"135,700,000.00"
"Oct 24, 2013","1,824.07",107.84,--,"135,300,000.00"
"Oct 23, 2013","1,826.54",107.98,--,"135,200,000.00"
"Oct 22, 2013","1,824.57",107.89,--,"135,100,000.00"
"Oct 21, 2013","1,817.34",107.47,--,"135,100,000.00"
"Oct 18, 2013","1,818.79",107.54,--,"135,100,000.00"
"Oct 17, 2013","1,818.62",107.54,--,"135,100,000.00"
"Oct 16, 2013","1,811.41",107.11,--,"135,100,000.00"
"Oct 15, 2013","1,806.55",106.82,--,"135,100,000.00"
"Oct 14, 2013",--,106.99,--,"135,100,000.00"
"Oct 11, 2013","1,808.78",106.96,--,"134,800,000.00"
"Oct 10, 2013","1,807.75",106.90,--,"135,000,000.00"
"Oct 09, 2013","1,808.57",106.95,--,"135,000,000.00"
"Oct 08, 2013","1,809.22",106.99,--,"135,200,000.00"
"Oct 07, 2013","1,809.75",107.02,--,"134,900,000.00"
"Oct 04, 2013","1,808.50",106.93,--,"134,900,000.00"
"Oct 03, 2013","1,811.10",107.09,--,"134,900,000.00"
"Oct 02, 2013","1,809.50",106.99,--,"134,900,000.00"
"Oct 01, 2013","1,807.66",106.88,0.19,"134,800,000.00"
"Sep 30, 2013","1,809.53",107.19,--,"134,600,000.00"
"Sep 27, 2013","1,809.90",107.21,--,"134,600,000.00"
"Sep 26, 2013","1,808.12",107.10,--,"134,600,000.00"
"Sep 25, 2013","1,810.67",107.25,--,"134,600,000.00"
"Sep 24, 2013","1,807.71",107.08,--,"134,300,000.00"
"Sep 23, 2013","1,802.23",106.77,--,"134,100,000.00"
"Sep 20, 2013","1,800.23",106.64,--,"134,100,000.00"
"Sep 19, 2013","1,799.03",106.57,--,"134,100,000.00"
"Sep 18, 2013","1,801.31",106.70,--,"134,100,000.00"
"Sep 17, 2013","1,788.02",105.91,--,"133,700,000.00"
"Sep 16, 2013","1,786.16",105.80,--,"133,600,000.00"
"Sep 13, 2013","1,782.81",105.60,--,"133,600,000.00"
"Sep 12, 2013","1,782.13",105.56,--,"133,400,000.00"
"Sep 11, 2013","1,781.22",105.49,--,"133,400,000.00"
"Sep 10, 2013","1,777.49",105.27,--,"133,400,000.00"
"Sep 09, 2013","1,782.45",105.56,--,"134,600,000.00"
"Sep 06, 2013","1,777.13",105.24,--,"134,600,000.00"
"Sep 05, 2013","1,772.95",104.99,--,"134,600,000.00"
"Sep 04, 2013","1,781.30",105.50,--,"134,600,000.00"
"Sep 03, 2013","1,785.39",105.75,0.20,"134,600,000.00"
"Aug 30, 2013","1,792.56",106.39,--,"134,600,000.00"
"Aug 29, 2013","1,792.01",106.34,--,"134,600,000.00"
"Aug 28, 2013","1,788.67",106.14,--,"134,800,000.00"
"Aug 27, 2013","1,793.76",106.45,--,"134,800,000.00"
"Aug 26, 2013","1,787.58",106.08,--,"135,500,000.00"
"Aug 23, 2013","1,784.68",105.90,--,"135,500,000.00"
"Aug 22, 2013","1,777.53",105.47,--,"135,500,000.00"
"Aug 21, 2013","1,780.73",105.67,--,"135,500,000.00"
"Aug 20, 2013","1,784.24",105.87,--,"136,000,000.00"
"Aug 19, 2013","1,779.08",105.57,--,"136,000,000.00"
"Aug 16, 2013","1,783.98",105.86,--,"136,800,000.00"
"Aug 15, 2013","1,790.29",106.23,--,"136,800,000.00"
"Aug 14, 2013","1,794.97",106.51,--,"136,800,000.00"
"Aug 13, 2013","1,794.54",106.49,--,"136,800,000.00"
"Aug 12, 2013","1,802.93",106.99,--,"136,800,000.00"
"Aug 09, 2013","1,804.50",107.08,--,"136,800,000.00"
"Aug 08, 2013","1,803.86",107.06,--,"136,600,000.00"
"Aug 07, 2013","1,802.32",106.95,--,"136,600,000.00"
"Aug 06, 2013","1,799.38",106.78,--,"136,600,000.00"
"Aug 05, 2013","1,799.78",106.81,--,"136,600,000.00"
"Aug 02, 2013","1,801.89",106.93,--,"137,000,000.00"
"Aug 01, 2013","1,792.03",106.35,0.20,"137,300,000.00"
"Jul 31, 2013","1,801.77",107.14,--,"137,300,000.00"
"Jul 30, 2013","1,800.64",107.08,--,"137,200,000.00"
"Jul 29, 2013","1,801.78",107.14,--,"137,200,000.00"
"Jul 26, 2013","1,803.45",107.24,--,"137,100,000.00"
"Jul 25, 2013","1,799.36",107.00,--,"137,100,000.00"
"Jul 24, 2013","1,800.73",107.09,--,"137,100,000.00"
"Jul 23, 2013","1,806.27",107.43,--,"137,100,000.00"
"Jul 22, 2013","1,808.17",107.54,--,"137,100,000.00"
"Jul 19, 2013","1,806.84",107.46,--,"137,100,000.00"
"Jul 18, 2013","1,802.07",107.18,--,"137,100,000.00"
"Jul 17, 2013","1,804.88",107.34,--,"137,100,000.00"
"Jul 16, 2013","1,801.37",107.13,--,"137,500,000.00"
"Jul 15, 2013","1,799.16",107.00,--,"137,400,000.00"
"Jul 12, 2013","1,794.43",106.71,--,"137,400,000.00"
"Jul 11, 2013","1,796.20",106.83,--,"137,200,000.00"
"Jul 10, 2013","1,786.73",106.26,--,"137,200,000.00"
"Jul 09, 2013","1,790.93",106.51,--,"137,700,000.00"
"Jul 08, 2013","1,788.30",106.35,--,"138,200,000.00"
"Jul 05, 2013","1,780.68",105.89,--,"138,200,000.00"
"Jul 03, 2013","1,798.79",106.99,--,"138,100,000.00"
"Jul 02, 2013","1,801.81",107.17,--,"138,100,000.00"
"Jul 01, 2013","1,800.42",107.09,0.20,"138,200,000.00"
"Jun 28, 2013","1,799.31",107.20,--,"139,200,000.00"
"Jun 27, 2013","1,797.37",107.09,--,"139,000,000.00"
"Jun 26, 2013","1,790.56",106.69,--,"138,900,000.00"
"Jun 25, 2013","1,785.72",106.41,--,"138,900,000.00"
"Jun 24, 2013","1,788.85",106.60,--,"140,100,000.00"
"Jun 21, 2013","1,793.27",106.87,--,"140,100,000.00"
"Jun 20, 2013","1,801.56",107.36,--,"141,100,000.00"
"Jun 19, 2013","1,812.74",108.03,--,"141,100,000.00"
"Jun 18, 2013","1,823.69",108.68,--,"141,100,000.00"
"Jun 17, 2013","1,824.01",108.69,--,"141,100,000.00"
"Jun 14, 2013","1,826.38",108.85,--,"141,000,000.00"
"Jun 13, 2013","1,821.52",108.55,--,"141,000,000.00"
"Jun 12, 2013","1,816.96",108.28,--,"141,000,000.00"
"Jun 11, 2013","1,819.79",108.46,--,"141,300,000.00"
"Jun 10, 2013","1,819.65",108.43,--,"141,300,000.00"
"Jun 07, 2013","1,822.74",108.60,--,"141,300,000.00"
"Jun 06, 2013","1,828.37",108.97,--,"141,200,000.00"
"Jun 05, 2013","1,826.42",108.86,--,"141,500,000.00"
"Jun 04, 2013","1,825.77",108.82,--,"142,000,000.00"
"Jun 03, 2013","1,828.42",109.00,0.20,"142,000,000.00"
"May 31, 2013","1,827.58",109.14,--,"142,000,000.00"
"May 30, 2013","1,830.72",109.33,--,"142,000,000.00"
"May 29, 2013","1,830.99",109.34,--,"142,000,000.00"
"May 28, 2013","1,830.98",109.34,--,"142,000,000.00"
"May 24, 2013","1,840.35",109.90,--,"142,400,000.00"
"May 23, 2013","1,839.54",109.88,--,"142,600,000.00"
"May 22, 2013","1,840.00",109.88,--,"142,600,000.00"
"May 21, 2013","1,845.58",110.21,--,"142,400,000.00"
"May 20, 2013","1,843.73",110.10,--,"141,500,000.00"
"May 17, 2013","1,844.56",110.14,--,"141,500,000.00"
"May 16, 2013","1,851.04",110.54,--,"141,400,000.00"
"May 15, 2013","1,845.37",110.19,--,"141,400,000.00"
"May 14, 2013","1,844.97",110.18,--,"141,400,000.00"
"May 13, 2013","1,847.17",110.30,--,"141,400,000.00"
"May 10, 2013","1,848.36",110.37,--,"141,400,000.00"
"May 09, 2013","1,854.63",110.76,--,"141,400,000.00"
"May 08, 2013","1,855.82",110.82,--,"141,300,000.00"
"May 07, 2013","1,854.02",110.72,--,"141,100,000.00"
"May 06, 2013","1,854.52",110.77,--,"141,000,000.00"
"May 03, 2013","1,855.84",110.85,--,"141,000,000.00"
"May 02, 2013","1,863.63",111.34,--,"140,800,000.00"
"May 01, 2013","1,863.33",111.33,0.20,"140,500,000.00"
"Apr 30, 2013","1,860.78",111.39,--,"139,900,000.00"
"Apr 29, 2013","1,861.24",111.41,--,"139,900,000.00"
"Apr 26, 2013","1,861.17",111.40,--,"139,900,000.00"
"Apr 25, 2013","1,857.80",111.20,--,"139,900,000.00"
"Apr 24, 2013","1,858.58",111.25,--,"139,700,000.00"
"Apr 23, 2013","1,858.26",111.23,--,"139,500,000.00"
"Apr 22, 2013","1,858.14",111.22,--,"139,500,000.00"
"Apr 19, 2013","1,857.46",111.17,--,"139,500,000.00"
"Apr 18, 2013","1,858.55",111.23,--,"139,200,000.00"
"Apr 17, 2013","1,857.38",111.17,--,"138,900,000.00"
"Apr 16, 2013","1,856.44",111.11,--,"140,900,000.00"
"Apr 15, 2013","1,857.71",111.18,--,"138,900,000.00"
"Apr 12, 2013","1,856.14",111.08,--,"138,900,000.00"
"Apr 11, 2013","1,851.51",110.81,--,"138,700,000.00"
"Apr 10, 2013","1,850.28",110.73,--,"138,500,000.00"
"Apr 09, 2013","1,853.83",110.95,--,"138,500,000.00"
"Apr 08, 2013","1,854.50",110.98,--,"138,100,000.00"
"Apr 05, 2013","1,856.81",111.11,--,"137,900,000.00"
"Apr 04, 2013","1,851.51",110.81,--,"137,800,000.00"
"Apr 03, 2013","1,846.70",110.52,--,"137,400,000.00"
"Apr 02, 2013","1,843.01",110.30,--,"137,400,000.00"
"Apr 01, 2013","1,843.88",110.37,0.26,"136,400,000.00"
"Mar 28, 2013","1,842.14",110.51,--,"136,400,000.00"
"Mar 27, 2013","1,842.83",110.57,--,"136,100,000.00"
"Mar 26, 2013","1,840.01",110.40,--,"136,100,000.00"
"Mar 25, 2013","1,839.66",110.38,--,"136,100,000.00"
"Mar 22, 2013","1,839.33",110.36,--,"135,900,000.00"
"Mar 21, 2013","1,838.40",110.31,--,"135,700,000.00"
"Mar 20, 2013","1,838.09",110.28,--,"135,500,000.00"
"Mar 19, 2013","1,840.48",110.43,--,"135,500,000.00"
"Mar 18, 2013","1,837.42",110.23,--,"135,200,000.00"
"Mar 15, 2013","1,835.18",110.08,--,"135,200,000.00"
"Mar 14, 2013","1,832.99",109.96,--,"135,000,000.00"
"Mar 13, 2013","1,833.54",109.99,--,"135,000,000.00"
"Mar 12, 2013","1,833.23",109.97,--,"134,800,000.00"
"Mar 11, 2013","1,830.73",109.81,--,"134,700,000.00"
"Mar 08, 2013","1,830.28",109.78,--,"134,700,000.00"
"Mar 07, 2013","1,833.99",110.01,--,"134,700,000.00"
"Mar 06, 2013","1,837.63",110.24,--,"134,600,000.00"
"Mar 05, 2013","1,840.35",110.42,--,"134,500,000.00"
"Mar 04, 2013","1,841.13",110.48,--,"134,500,000.00"
"Mar 01, 2013","1,842.17",110.55,0.21,"134,100,000.00"
"Feb 28, 2013","1,840.67",110.68,--,"134,100,000.00"
"Feb 27, 2013","1,839.29",110.60,--,"134,100,000.00"
"Feb 26, 2013","1,840.44",110.67,--,"133,900,000.00"
"Feb 25, 2013","1,839.47",110.61,--,"133,800,000.00"
"Feb 22, 2013","1,834.73",110.30,--,"133,800,000.00"
"Feb 21, 2013","1,833.92",110.25,--,"133,700,000.00"
"Feb 20, 2013","1,831.72",110.12,--,"133,700,000.00"
"Feb 19, 2013","1,831.36",110.10,--,"134,000,000.00"
"Feb 15, 2013","1,832.38",110.14,--,"134,000,000.00"
"Feb 14, 2013","1,832.93",110.18,--,"134,000,000.00"
"Feb 13, 2013","1,829.79",109.99,--,"134,300,000.00"
"Feb 12, 2013","1,831.55",110.09,--,"134,600,000.00"
"Feb 11, 2013","1,834.04",110.24,--,"134,600,000.00"
"Feb 08, 2013","1,833.16",110.18,--,"134,600,000.00"
"Feb 07, 2013","1,833.94",110.23,--,"134,600,000.00"
"Feb 06, 2013","1,833.19",110.20,--,"134,600,000.00"
"Feb 05, 2013","1,830.17",110.02,--,"135,300,000.00"
"Feb 04, 2013","1,832.85",110.19,--,"135,700,000.00"
"Feb 01, 2013","1,829.97",110.02,0.21,"135,700,000.00"
"Jan 31, 2013","1,831.49",110.34,--,"135,700,000.00"
"Jan 30, 2013","1,830.06",110.26,--,"135,700,000.00"
"Jan 29, 2013","1,831.03",110.32,--,"135,700,000.00"
"Jan 28, 2013","1,831.99",110.37,--,"136,200,000.00"
"Jan 25, 2013","1,833.16",110.44,--,"136,300,000.00"
"Jan 24, 2013","1,840.12",110.87,--,"136,200,000.00"
"Jan 23, 2013","1,841.08",110.91,--,"136,200,000.00"
"Jan 22, 2013","1,841.16",110.91,--,"137,100,000.00"
"Jan 18, 2013","1,840.16",110.85,--,"136,900,000.00"
"Jan 17, 2013","1,838.16",110.73,--,"137,100,000.00"
"Jan 16, 2013","1,841.59",110.93,--,"137,100,000.00"
"Jan 15, 2013","1,841.61",110.93,--,"137,100,000.00"
"Jan 14, 2013","1,840.51",110.87,--,"137,100,000.00"
"Jan 11, 2013","1,839.47",110.80,--,"137,100,000.00"
"Jan 10, 2013","1,838.00",110.70,--,"137,900,000.00"
"Jan 09, 2013","1,840.38",110.84,--,"137,900,000.00"
"Jan 08, 2013","1,839.28",110.78,--,"138,100,000.00"
"Jan 07, 2013","1,837.68",110.75,--,"138,100,000.00"
"Jan 04, 2013","1,836.38",110.66,--,"138,100,000.00"
"Jan 03, 2013","1,836.93",110.69,--,"138,100,000.00"
"Jan 02, 2013","1,840.40",110.90,--,"138,100,000.00"
"Dec 31, 2012","1,844.39",111.05,--,"138,100,000.00"
"Dec 28, 2012","1,846.24",111.17,--,"138,900,000.00"
"Dec 27, 2012","1,846.05",111.16,--,"138,900,000.00"
"Dec 26, 2012","1,842.72",110.95,0.23,"138,900,000.00"
"Dec 24, 2012","1,841.63",111.12,--,"138,900,000.00"
"Dec 21, 2012","1,842.75",111.19,--,"138,900,000.00"
"Dec 20, 2012","1,839.91",111.01,--,"138,900,000.00"
"Dec 19, 2012","1,839.53",110.99,--,"138,900,000.00"
"Dec 18, 2012","1,836.60",110.82,--,"138,900,000.00"
"Dec 17, 2012","1,840.62",111.06,--,"138,900,000.00"
"Dec 14, 2012","1,844.08",111.27,--,"138,900,000.00"
"Dec 13, 2012","1,842.58",111.18,--,"138,900,000.00"
"Dec 12, 2012","1,843.86",111.26,--,"138,900,000.00"
"Dec 11, 2012","1,846.49",111.43,--,"138,800,000.00"
"Dec 10, 2012","1,848.03",111.52,--,"138,600,000.00"
"Dec 07, 2012","1,846.72",111.44,--,"138,600,000.00"
"Dec 06, 2012","1,849.38",111.61,--,"138,600,000.00"
"Dec 05, 2012","1,849.11",111.59,--,"138,500,000.00"
"Dec 04, 2012","1,848.27",111.54,--,"138,500,000.00"
"Dec 03, 2012","1,846.37",111.42,0.67,"138,400,000.00"
"Nov 30, 2012","1,847.02",112.12,--,"138,400,000.00"
"Nov 29, 2012","1,846.25",112.08,--,"138,400,000.00"
"Nov 28, 2012","1,846.44",112.10,--,"138,400,000.00"
"Nov 27, 2012","1,845.39",112.03,--,"138,400,000.00"
"Nov 26, 2012","1,844.10",111.95,--,"138,400,000.00"
"Nov 23, 2012","1,841.95",111.81,--,"138,400,000.00"
"Nov 21, 2012","1,841.96",111.81,--,"138,400,000.00"
"Nov 20, 2012","1,843.57",111.91,--,"138,400,000.00"
"Nov 19, 2012","1,846.03",112.06,--,"138,400,000.00"
"Nov 16, 2012","1,847.53",112.16,--,"138,400,000.00"
"Nov 15, 2012","1,846.99",112.13,--,"138,400,000.00"
"Nov 14, 2012","1,847.48",112.16,--,"139,400,000.00"
"Nov 13, 2012","1,848.02",112.19,--,"139,400,000.00"
"Nov 12, 2012",--,112.17,--,"139,400,000.00"
"Nov 09, 2012","1,847.32",112.14,--,"140,400,000.00"
"Nov 08, 2012","1,847.77",112.16,--,"140,400,000.00"
"Nov 07, 2012","1,845.46",112.02,--,"140,400,000.00"
"Nov 06, 2012","1,839.41",111.67,--,"140,600,000.00"
"Nov 05, 2012","1,844.04",111.95,--,"141,600,000.00"
"Nov 02, 2012","1,841.23",111.78,--,"141,600,000.00"
"Nov 01, 2012","1,841.71",111.81,0.24,"141,600,000.00"
"Oct 31, 2012","1,844.11",112.19,--,"141,600,000.00"
"Oct 26, 2012","1,839.56",111.92,--,"142,000,000.00"
"Oct 25, 2012","1,835.20",111.65,--,"143,600,000.00"
"Oct 24, 2012","1,839.08",111.89,--,"141,500,000.00"
"Oct 23, 2012","1,839.28",111.90,--,"141,500,000.00"
"Oct 22, 2012","1,838.18",111.84,--,"141,500,000.00"
"Oct 19, 2012","1,840.01",111.95,--,"141,500,000.00"
"Oct 18, 2012","1,836.16",111.71,--,"141,900,000.00"
"Oct 17, 2012","1,836.58",111.74,--,"141,900,000.00"
"Oct 16, 2012","1,840.83",112.00,--,"140,900,000.00"
"Oct 15, 2012","1,843.48",112.18,--,"140,900,000.00"
"Oct 12, 2012","1,843.40",112.16,--,"140,200,000.00"
"Oct 11, 2012","1,841.94",112.08,--,"140,200,000.00"
"Oct 10, 2012","1,839.97",111.95,--,"140,200,000.00"
"Oct 09, 2012","1,838.06",111.84,--,"140,200,000.00"
"Oct 08, 2012",--,111.76,--,"140,200,000.00"
"Oct 05, 2012","1,836.51",111.73,--,"140,300,000.00"
"Oct 04, 2012","1,839.81",111.94,--,"140,400,000.00"
"Oct 03, 2012","1,842.48",112.11,--,"140,200,000.00"
"Oct 02, 2012","1,842.55",112.11,--,"140,200,000.00"
"Oct 01, 2012","1,841.77",112.06,0.21,"139,600,000.00"
"Sep 28, 2012","1,840.49",112.17,--,"139,600,000.00"
"Sep 27, 2012","1,840.12",112.18,--,"140,100,000.00"
"Sep 26, 2012","1,841.90",112.29,--,"139,700,000.00"
"Sep 25, 2012","1,838.88",112.10,--,"139,700,000.00"
"Sep 24, 2012","1,836.91",111.96,--,"139,700,000.00"
"Sep 21, 2012","1,834.08",111.78,--,"139,700,000.00"
"Sep 20, 2012","1,832.67",111.70,--,"138,900,000.00"
"Sep 19, 2012","1,831.81",111.65,--,"138,900,000.00"
"Sep 18, 2012","1,829.49",111.50,--,"138,500,000.00"
"Sep 17, 2012","1,828.32",111.43,--,"138,100,000.00"
"Sep 14, 2012","1,825.83",111.27,--,"138,100,000.00"
"Sep 13, 2012","1,830.76",111.59,--,"138,100,000.00"
"Sep 12, 2012","1,828.38",111.45,--,"137,700,000.00"
"Sep 11, 2012","1,832.00",111.68,--,"137,100,000.00"
"Sep 10, 2012","1,832.14",111.69,--,"136,800,000.00"
"Sep 07, 2012","1,833.08",111.76,--,"136,800,000.00"
"Sep 06, 2012","1,831.63",111.69,--,"136,800,000.00"
"Sep 05, 2012","1,836.82",112.00,--,"137,100,000.00"
"Sep 04, 2012","1,837.51",112.05,0.22,"138,300,000.00"
"Aug 31, 2012","1,837.96",112.28,--,"138,300,000.00"
"Aug 30, 2012","1,833.41",112.01,--,"138,300,000.00"
"Aug 29, 2012","1,830.89",111.86,--,"137,900,000.00"
"Aug 28, 2012","1,832.39",111.95,--,"137,900,000.00"
"Aug 27, 2012","1,831.31",111.89,--,"137,900,000.00"
"Aug 24, 2012","1,828.83",111.73,--,"137,900,000.00"
"Aug 23, 2012","1,830.19",111.82,--,"137,900,000.00"
"Aug 22, 2012","1,827.04",111.62,--,"137,900,000.00"
"Aug 21, 2012","1,820.43",111.21,--,"137,900,000.00"
"Aug 20, 2012","1,819.40",111.15,--,"137,900,000.00"
"Aug 17, 2012","1,818.48",111.09,--,"137,900,000.00"
"Aug 16, 2012","1,816.69",110.98,--,"137,900,000.00"
"Aug 15, 2012","1,819.10",111.13,--,"137,900,000.00"
"Aug 14, 2012","1,824.96",111.49,--,"137,900,000.00"
"Aug 13, 2012","1,829.94",111.80,--,"137,900,000.00"
"Aug 10, 2012","1,830.06",111.80,--,"137,900,000.00"
"Aug 09, 2012","1,827.84",111.67,--,"137,900,000.00"
"Aug 08, 2012","1,828.07",111.68,--,"137,500,000.00"
"Aug 07, 2012","1,829.16",111.75,--,"138,300,000.00"
"Aug 06, 2012","1,833.85",112.05,--,"138,300,000.00"
"Aug 03, 2012","1,831.58",111.91,--,"138,300,000.00"
"Aug 02, 2012","1,837.81",112.30,--,"138,500,000.00"
"Aug 01, 2012","1,833.80",112.06,0.22,"138,300,000.00"
"Jul 31, 2012","1,836.76",112.46,--,"138,300,000.00"
"Jul 30, 2012","1,835.48",112.38,--,"138,300,000.00"
"Jul 27, 2012","1,830.47",112.07,--,"138,300,000.00"
"Jul 26, 2012","1,838.29",112.56,--,"137,900,000.00"
"Jul 25, 2012","1,838.88",112.60,--,"137,900,000.00"
"Jul 24, 2012","1,838.57",112.58,--,"137,900,000.00"
"Jul 23, 2012","1,836.79",112.46,--,"137,900,000.00"
"Jul 20, 2012","1,836.06",112.42,--,"137,900,000.00"
"Jul 19, 2012","1,832.50",112.21,--,"137,900,000.00"
"Jul 18, 2012","1,833.42",112.27,--,"137,900,000.00"
"Jul 17, 2012","1,829.95",112.05,--,"137,900,000.00"
"Jul 16, 2012","1,831.64",112.16,--,"137,500,000.00"
"Jul 13, 2012","1,828.15",111.95,--,"137,500,000.00"
"Jul 12, 2012","1,828.73",111.98,--,"137,500,000.00"
"Jul 11, 2012","1,827.34",111.90,--,"137,500,000.00"
"Jul 10, 2012","1,826.45",111.85,--,"137,500,000.00"
"Jul 09, 2012","1,824.08",111.69,--,"137,500,000.00"
"Jul 06, 2012","1,821.26",111.53,--,"137,700,000.00"
"Jul 05, 2012","1,817.69",111.31,--,"138,200,000.00"
"Jul 03, 2012","1,815.19",111.16,--,"138,700,000.00"
"Jul 02, 2012","1,817.90",111.33,0.22,"138,700,000.00"
"Jun 29, 2012","1,811.77",111.15,--,"139,400,000.00"
"Jun 28, 2012","1,815.88",111.43,--,"139,600,000.00"
"Jun 27, 2012","1,813.49",111.28,--,"140,100,000.00"
"Jun 26, 2012","1,812.79",111.24,--,"140,200,000.00"
"Jun 25, 2012","1,814.37",111.34,--,"140,200,000.00"
"Jun 22, 2012","1,809.75",111.05,--,"140,400,000.00"
"Jun 21, 2012","1,812.92",111.25,--,"140,300,000.00"
"Jun 20, 2012","1,810.11",111.08,--,"140,200,000.00"
"Jun 19, 2012","1,810.68",111.11,--,"140,200,000.00"
